PacketCounter,Acc_X,Acc_Y,Acc_Z
12228,0.104228,0.098381,9.781345
12229,0.131177,0.114951,9.753959
12230,0.153339,0.105912,9.749307
12231,0.142593,0.105431,9.825780
12232,0.173714,0.119252,9.822330
12233,0.187102,0.087478,9.816470
12234,0.160442,0.098214,9.797209
12235,0.139552,0.083188,9.724208
12236,0.119127,0.110940,9.830490
12237,0.141397,0.102040,9.825833
12238,0.145087,0.098821,9.849775
12239,0.137016,0.103888,9.801916
12240,0.160158,0.123289,9.750613
12241,0.155015,0.097369,9.773336
12242,0.158866,0.094134,9.797275
12243,0.149151,0.122031,9.827098
12244,0.167472,0.115726,9.798513
12245,0.158319,0.092223,9.797302
12246,0.154071,0.094426,9.773380
