PacketCounter,Acc_X,Acc_Y,Acc_Z
58374,9.728272,-0.122371,1.542770
58375,9.715318,-0.162410,1.530808
58376,9.719119,-0.129430,1.563301
58377,9.731528,-0.135912,1.568519
58378,9.707960,-0.132104,1.545151
58379,9.732193,-0.106774,1.512786
58380,9.730044,-0.092370,1.536172
58381,9.714585,-0.159800,1.539841
58382,9.739782,-0.129774,1.557923
58383,9.714858,-0.118654,1.548019
58384,9.705999,-0.166543,1.556806
58385,9.700307,-0.142180,1.556038
58386,9.715904,-0.118895,1.541419
58387,9.730374,-0.088657,1.538836
58388,9.718045,-0.127340,1.522753
58389,9.719625,-0.136918,1.507460
58390,9.712319,-0.148696,1.511653
58391,9.717814,-0.122474,1.529052
58392,9.721851,-0.132045,1.550507
58393,9.753731,-0.096690,1.511201
58394,9.720006,-0.132388,1.509752
58395,9.728817,-0.129740,1.490626
58396,9.712777,-0.101825,1.523898
58397,9.711120,-0.139151,1.528965
58398,9.722510,-0.139079,1.545751
58399,9.710367,-0.134390,1.538705
58400,9.719535,-0.131961,1.517276
58401,9.736062,-0.118561,1.491185
58402,9.722350,-0.106282,1.499387
58403,9.725814,-0.117578,1.524451
58404,9.721862,-0.139903,1.554382
58405,9.730798,-0.137521,1.534439
58406,9.724128,-0.105416,1.545525
58407,9.722119,-0.104410,1.505655
58408,9.723888,-0.113325,1.488860
58409,9.721632,-0.142628,1.502812
58410,9.724478,-0.115770,1.484813
58411,9.722175,-0.101434,1.510265
58412,9.732901,-0.144825,1.520363
58413,9.720458,-0.140971,1.515152
58414,9.729367,-0.138663,1.495156
58415,9.702026,-0.154009,1.500452
58416,9.743916,-0.107380,1.492605
58417,9.729117,-0.085898,1.513548
58418,9.728946,-0.087526,1.514552
58419,9.728173,-0.133962,1.507964
58420,9.727756,-0.137628,1.510319
58421,9.739837,-0.146795,1.517323
58422,9.720710,-0.161348,1.506877
58423,9.716410,-0.130913,1.556122
58424,9.720534,-0.109781,1.525073
58425,9.729552,-0.106601,1.504514
58426,9.738384,-0.105124,1.485000
58427,9.715476,-0.141119,1.503423
58428,9.692284,-0.079796,1.552771
58429,9.721654,-0.009986,1.604616
58430,9.736236,-0.120691,1.556856
58431,9.725243,-0.142469,1.468430
58432,9.746594,-0.198589,1.436693
58433,9.738542,-0.147980,1.525495
58434,9.716008,-0.139155,1.553020
58435,9.727301,-0.138221,1.570600
58436,9.717819,-0.104263,1.547586
58437,9.727998,-0.108784,1.514377
58438,9.715684,-0.103124,1.508587
58439,9.738209,-0.100618,1.544305
58440,9.718888,-0.114464,1.535186
58441,9.726296,-0.104954,1.530381
58442,9.724513,-0.141968,1.535354
58443,9.719421,-0.126210,1.526039
58444,9.718963,-0.127212,1.528868
58445,9.742762,-0.089286,1.562584
58446,9.729186,-0.127615,1.553029
58447,9.727739,-0.121520,1.567416
58448,9.711515,-0.106901,1.539748
58449,9.729709,-0.137914,1.544077
58450,9.722215,-0.105893,1.560920
58451,9.709252,-0.100679,1.559265
58452,9.712549,-0.111730,1.584762
58453,9.712411,-0.113575,1.585478
58454,9.722315,-0.119544,1.554417
58455,9.713614,-0.124224,1.572318
58456,9.708999,-0.107923,1.560355
58457,9.726507,-0.131584,1.574237
58458,9.719660,-0.099558,1.587203
58459,9.716045,-0.090843,1.563510
58460,9.731720,-0.121364,1.531560
58461,9.721357,-0.119527,1.565272
58462,9.723382,-0.124020,1.603959
58463,9.709591,-0.152713,1.601079
58464,9.732194,-0.110060,1.591148
58465,9.736768,-0.089670,1.558170
58466,9.712916,-0.128843,1.524346
58467,9.702135,-0.117398,1.566598
58468,9.737410,-0.131884,1.542057
58469,9.718483,-0.122127,1.599410
58470,9.724271,-0.108207,1.552956
58471,9.712834,-0.100952,1.541863
58472,9.725193,-0.097973,1.553038
58473,9.734623,-0.092751,1.530034
58474,9.745539,-0.083046,1.556035
58475,9.733739,-0.077881,1.547053
58476,9.729069,-0.105095,1.522824
