PacketCounter,Acc_X,Acc_Y,Acc_Z
44350,-946.763,-241.609,-2.344.979
44351,2.088,1.180.758,-19.335.896
44352,552.805,2.863.588,-13.505.468
44353,378.484,2.589.721,-6.952.191
44354,280.438,268.051,35.461
