PacketCounter,Acc_X,Acc_Y,Acc_Z
44089,11.640824,0.479983,1.053340
44090,11.173349,0.387918,1.042546
44091,10.785165,0.072327,0.642710
44092,10.139723,0.063535,0.687513
44093,9.520192,0.080502,0.770274
44094,9.297876,-0.046935,0.522736
44095,8.898391,-0.087499,0.313479
44096,8.559307,-0.085709,0.524123
44097,8.666384,-0.127684,0.560645
44098,9.150195,-0.117162,0.479024
44099,9.523961,-0.067321,0.456940
44100,9.984595,-0.060530,0.464660
44101,10.434432,-0.051219,0.386583
44102,10.618099,-0.005757,0.385912
44103,10.568921,0.143620,0.518131
44104,10.263008,0.162244,0.567096
44105,9.879677,0.073361,0.666335
44106,9.558913,-0.022484,0.713876
44107,9.577128,-0.093297,0.772604
44108,9.831690,-0.053164,0.659242
44109,9.853603,-0.095540,0.589404
44110,9.831154,0.065462,0.773335
44111,9.850191,0.125718,0.591733
44112,9.778449,0.017336,0.420032
44113,9.557433,-0.132322,0.226350
44114,9.513046,-0.060689,0.452369
44115,9.670774,-0.104816,0.343190
44116,9.749235,0.025406,0.620320
44117,9.855983,0.133424,0.864766
44118,10.033828,0.097537,0.770450
44119,10.020738,-0.130861,0.521652
44120,10.190538,-0.133163,0.483867
44121,10.331130,0.051851,0.325259
44122,9.927185,-0.106168,0.463415
44123,9.729164,-0.189783,0.500394
44124,9.744623,0.048684,0.627441
44125,9.697251,-0.005703,0.585216
44126,9.797650,-0.081142,0.607340
44127,10.044137,0.076842,0.587794
44128,9.969083,0.047554,0.586361
44129,9.853849,-0.095124,0.419205
44130,9.860620,-0.124558,0.379034
44131,9.862269,0.077332,0.459001
44132,9.754018,-0.045602,0.319856
44133,9.487357,-0.209765,0.330766
44134,9.534432,-0.105550,0.442401
44135,9.689314,-0.017787,0.578906
44136,10.097947,0.078552,0.521818
44137,10.241953,0.161730,0.476627
44138,10.118850,0.131938,0.510943
44139,10.002403,0.053776,0.513487
44140,9.785481,-0.109470,0.388804
44141,9.662934,-0.114341,0.413158
44142,9.759094,-0.007859,0.392019
44143,9.683000,-0.003315,0.476542
44144,9.642085,0.055047,0.514708
44145,9.825271,0.113957,0.520642
44146,10.152854,0.095245,0.375437
44147,10.236139,0.068830,0.252341
44148,10.079494,0.154298,0.324745
44149,9.807321,0.174647,0.382620
44150,9.602192,0.145596,0.456746
44151,9.534001,0.048496,0.440073
44152,9.527019,0.013013,0.431830
44153,9.523769,-0.015158,0.565028
44154,9.615685,0.013051,0.697497
44155,9.843941,0.153513,0.825011
44156,10.014562,0.170562,0.773606
44157,10.030976,0.056162,0.614036
44158,10.083703,0.107493,0.693594
44159,10.052869,0.140813,0.570419
44160,9.788230,0.012892,0.550345
44161,9.687966,-0.225165,0.421135
44162,9.948804,0.005010,0.335869
44163,9.913285,0.062104,0.416772
44164,9.685972,0.052938,0.565084
44165,9.630760,0.122412,0.618411
44166,9.656447,0.130327,0.673515
44167,9.737290,0.070085,0.676537
44168,9.833461,0.057663,0.620454
44169,9.854552,-0.005639,0.574491
