PacketCounter,Acc_X,Acc_Y,Acc_Z
15907,0.140502,-0.269117,9.041328
15908,0.220475,-0.262900,9.257679
15909,0.374476,-0.278161,9.409489
15910,0.157217,-0.176726,9.230813
15911,0.154123,-0.236370,9.345977
15912,0.341705,-0.137461,9.544569
15913,0.563542,-0.123957,9.688398
15914,0.358028,-0.160336,9.719980
15915,0.485468,-0.171059,9.766159
15916,0.605457,-0.152863,9.713416
15917,0.602833,-0.111034,9.490121
15918,0.485910,-0.122886,9.489490
15919,0.381942,-0.054139,9.528816
15920,0.686963,-0.091701,9.729552
15921,0.705941,-0.037596,9.891961
15922,0.737155,-0.033327,10.074506
15923,0.925361,-0.089835,10.352249
15924,0.937575,0.006718,10.494047
15925,0.899776,-0.016475,10.560409
15926,0.764900,-0.038259,10.133070
15927,0.749630,-0.144433,9.991266
15928,0.797746,-0.169584,9.797466
15929,0.675082,-0.227957,9.943036
15930,0.521244,-0.274440,10.108714
15931,0.499773,-0.281312,10.002683
15932,0.285052,-0.273903,9.813021
15933,0.096873,-0.315326,9.696455
15934,0.088404,-0.275089,9.700096
15935,0.317009,-0.253123,9.718695
15936,0.369064,-0.267369,9.750646
15937,0.416833,-0.284579,9.806361
15938,0.283901,-0.227000,9.740762
15939,0.281113,-0.266700,9.833659
15940,0.400450,-0.180264,9.892078
15941,0.274334,-0.255665,9.882844
15942,-0.036098,-0.175519,9.990518
15943,0.007283,-0.220933,10.015243
15944,-0.076414,-0.312848,9.735427
15945,-0.049228,-0.425463,9.571970
15946,-0.006562,-0.401255,9.708077
15947,0.055691,-0.372528,9.873035
15948,0.110633,-0.340851,9.961493
15949,0.281720,-0.335130,9.939505
15950,0.187579,-0.312598,9.775509
15951,0.178729,-0.356539,9.565427
15952,0.316874,-0.374811,9.709705
15953,0.289477,-0.393075,9.752133
15954,0.383519,-0.458219,9.681645
15955,0.258335,-0.472843,9.558563
15956,0.242442,-0.530124,9.496283
15957,0.253006,-0.410527,9.367331
15958,0.229516,-0.400541,9.440999
15959,0.220983,-0.414921,9.588955
15960,0.261444,-0.338732,9.585088
15961,0.292228,-0.298953,9.674373
15962,0.306021,-0.303242,9.904339
15963,0.265781,-0.301577,10.126244
15964,0.270488,-0.292119,10.155666
15965,0.116978,-0.257783,10.036127
15966,-0.007950,-0.261240,9.864593
15967,-0.200435,-0.226119,9.562582
15968,0.173817,-0.272402,9.595779
15969,0.409784,-0.273831,10.015288
15970,0.365604,-0.242343,10.215330
15971,0.347276,-0.307714,10.051326
15972,0.183556,-0.251395,9.855768
15973,0.187392,-0.235053,9.708002
15974,0.306905,-0.279242,9.621283
15975,0.395190,-0.241290,9.392890
15976,0.761906,-0.273822,9.579162
15977,0.966416,-0.242753,9.772526
15978,0.829036,-0.272669,9.819346
15979,0.787614,-0.199563,9.748656
15980,0.834019,-0.139350,9.666780
15981,0.768940,-0.164436,9.727975
15982,0.525551,-0.139461,9.866091
15983,0.314673,-0.107310,10.085684
15984,0.317825,-0.065371,9.992702
15985,0.405296,-0.055406,9.733629
15986,0.499092,-0.046911,9.551373
15987,0.410446,-0.041700,9.436768
15988,0.626724,0.000205,9.660508
15989,0.782950,0.005230,10.069300
15990,0.896665,0.030011,10.297284
15991,0.608612,0.041408,10.321510
15992,0.386838,-0.006478,9.995550
15993,0.121461,-0.090710,9.479809
15994,-0.274849,-0.172103,9.242668
15995,-0.134337,-0.199443,9.139766
15996,0.128099,-0.184604,9.319087
15997,0.452106,-0.132001,9.819338
15998,0.503627,-0.105741,10.038300
15999,0.074562,-0.073273,9.988894
16000,0.142864,-0.101482,9.824697
16001,-0.010347,0.035036,9.693176
16002,0.278005,-0.017733,9.871704
16003,0.607339,0.092098,9.933673
16004,0.589280,0.187574,10.199861
16005,0.839254,0.126607,10.167524
16006,0.598047,0.160379,10.073805
16007,0.568424,0.101455,9.982565
16008,0.723509,0.073399,9.882562
16009,0.539723,-0.024980,9.627014
16010,0.468440,-0.075735,9.477979
16011,0.253217,-0.066815,9.536714
16012,0.063880,-0.152041,9.637755
16013,0.546989,-0.134274,9.717068
16014,1.274513,-0.168515,9.891797
16015,1.053022,-0.165615,10.051232
16016,0.589830,-0.125996,9.836343
16017,0.359190,-0.024198,9.477455
16018,0.073075,-0.050630,9.617212
16019,0.537369,-0.000328,9.903223
16020,0.329838,0.039518,10.044269
16021,0.311515,-0.120246,9.942908
16022,0.441157,-0.105446,9.823796
16023,0.124640,0.027370,9.625604
16024,0.282960,-0.140739,9.688091
16025,0.017059,-0.051416,9.848407
16026,0.133031,-0.052149,9.978000
16027,0.127786,-0.075978,9.900103
16028,0.121141,-0.104776,9.845709
16029,-0.019180,-0.099075,9.437762
16030,0.102469,-0.230320,9.472984
16031,0.050709,-0.180263,9.801424
16032,0.007387,-0.151486,10.128731
16033,-0.248857,-0.024426,10.193276
16034,-0.236931,0.064352,10.185314
16035,-0.241817,-0.015153,10.045534
16036,-0.315596,-0.018615,9.849897
16037,-0.516585,-0.030217,9.725036
16038,-0.294980,-0.087034,9.639762
